Artist;Grouping;Genre
The Boyfriends;Pop;New Wave
The Cure;Pop;New Wave
The Outfield;Pop;New Wave
The Smiths;Pop;New Wave
Toni Basil;Pop;New Wave
Wall Of Voodoo;Pop;New Wave
Wham!;Pop;New Wave
All Saints;Pop;Pop Music
Aly & AJ;Pop;Pop Music
Bonnie Tyler;Pop;Pop Music
Britney Spears;Pop;Pop Music
Céline Dion;Pop;Pop Music
Cher;Pop;Pop Music
Demi Lovato;Pop;Pop Music
Donna Lewis;Pop;Pop Music
Elton John;Pop;Pop Music
Jennifer Lopez;Pop;Pop Music
Jo Li;Pop;Pop Music
Joe;Pop;Pop Music
Jon Bon Jovi;Pop;Pop Music
Juliana Stein;Pop;Pop Music
Katy Perry;Pop;Pop Music
Ke$ha;Pop;Pop Music
Kelly Clarkson;Pop;Pop Music
Madonna;Pop;Pop Music
Mariah Carey;Pop;Pop Music
Michael Jackson;Pop;Pop Music
Nancy Sinatra;Pop;Pop Music
NSYNC;Pop;Pop Music
Olivia Newton-John;Pop;Pop Music
P!nk;Pop;Pop Music
Paula Abdul;Pop;Pop Music
Sheryl Crow;Pop;Pop Music
Slim Thug;Pop;Pop Music
Spice Girls;Pop;Pop Music
The Bangles;Pop;Pop Music
Tiffany;Pop;Pop Music
U.S.A. For Africa;Pop;Pop Music
Vanessa Carlton;Pop;Pop Music
Waikiki Beach Bombers;Pop;Pop Music
William Shatner;Pop;Spoken Word
Acoustic Alchemy;Rock;Acoustic Rock
Disconnected;Rock;Acoustic Rock
Maiden United;Rock;Acoustic Rock
Nils Lofgren;Rock;Acoustic Rock
Pat DiNizio;Rock;Acoustic Rock
Rock Aid Armenia;Rock;Acoustic Rock
Tom Cochrane;Rock;Acoustic Rock
Tracy Chapman;Rock;Acoustic Rock
58;Rock;Alternative Rock
311;Rock;Alternative Rock
12 Stones;Rock;Alternative Rock
3 Doors Down;Rock;Alternative Rock
333 Boyz;Rock;Alternative Rock
4 Non Blondes;Rock;Alternative Rock
4gotten Morb;Rock;Alternative Rock
A Perfect Circle;Rock;Alternative Rock
Adelitas Way;Rock;Alternative Rock
Alanis Morissette;Rock;Alternative Rock
Alien Ant Farm;Rock;Alternative Rock
Alter Bridge;Rock;Alternative Rock
Ani DiFranco;Rock;Alternative Rock
Annie Lennox;Rock;Alternative Rock
Anouk & Sarah Bettens;Rock;Alternative Rock
Audioslave;Rock;Alternative Rock
Barenaked Ladies;Rock;Alternative Rock
Beck;Rock;Alternative Rock
Ben Folds Five;Rock;Alternative Rock
Better Than Ezra;Rock;Alternative Rock
Bif Naked;Rock;Alternative Rock
Bloodhound Gang;Rock;Alternative Rock
Blur;Rock;Alternative Rock
Bowling For Soup;Rock;Alternative Rock
Breaking Benjamin;Rock;Alternative Rock
Buckcherry;Rock;Alternative Rock
Butch Walker;Rock;Alternative Rock
Butthole Surfers;Rock;Alternative Rock
Cake;Rock;Alternative Rock
Caroline's Spine;Rock;Alternative Rock
Cavo;Rock;Alternative Rock
Chad Kroeger;Rock;Alternative Rock
Chad Kroeger Ft. Josey Scott;Rock;Alternative Rock
Chantal Kreviazuk;Rock;Alternative Rock
Chevelle;Rock;Alternative Rock
Chrissie;Rock;Alternative Rock
Chumbawamba;Rock;Alternative Rock
Cold;Rock;Alternative Rock
Coldplay;Rock;Alternative Rock
Collective Soul;Rock;Alternative Rock
Counting Crows;Rock;Alternative Rock
Cracker;Rock;Alternative Rock
Cranberries;Rock;Alternative Rock
Crash Test Dummies;Rock;Alternative Rock
Creed;Rock;Alternative Rock
Crossfade;Rock;Alternative Rock
Crumz Deep & Third Rate;Rock;Alternative Rock
Damien Blaise;Rock;Alternative Rock
Daughtry;Rock;Alternative Rock
Dave Grohl;Rock;Alternative Rock
Default;Rock;Alternative Rock
Des'ree;Rock;Alternative Rock
Devil Dudes;Rock;Alternative Rock
Dido;Rock;Alternative Rock
Digital Summer;Rock;Alternative Rock
Dishwalla;Rock;Alternative Rock
DJ Marijuana Weed;Rock;Alternative Rock
dj mdmHEY;Rock;Alternative Rock
Dynamite Hack;Rock;Alternative Rock
Econoline Crush;Rock;Alternative Rock
EMF;Rock;Alternative Rock
Evans Blue;Rock;Alternative Rock
Eve 6;Rock;Alternative Rock
Everclear;Rock;Alternative Rock
Extreme Animals;Rock;Alternative Rock
Fastball;Rock;Alternative Rock
Feeder;Rock;Alternative Rock
Finger Eleven;Rock;Alternative Rock
Five For Fighting;Rock;Alternative Rock
Flyleaf;Rock;Alternative Rock
Foo Fighters;Rock;Alternative Rock
Franky Perez;Rock;Alternative Rock
Fuel;Rock;Alternative Rock
Geoff Geis featuring Dalton Blanco;Rock;Alternative Rock
Giantkiller;Rock;Alternative Rock
Gigi Alien;Rock;Alternative Rock
Gin Blossoms;Rock;Alternative Rock
Goo Goo Dolls;Rock;Alternative Rock
Gorillaz;Rock;Alternative Rock
Gotye;Rock;Alternative Rock
Graveyard Train;Rock;Alternative Rock
Green Day;Rock;Alternative Rock
Guster;Rock;Alternative Rock
Hangnail;Rock;Alternative Rock
Hawk Eyes;Rock;Alternative Rock
Hinder;Rock;Alternative Rock
Hoobastank;Rock;Alternative Rock
Hootie & The Blowfish;Rock;Alternative Rock
Human Waste Project;Rock;Alternative Rock
I.E.;Rock;Alternative Rock
Ice Cube & Mack 10;Rock;Alternative Rock
Incubus;Rock;Alternative Rock
ISSUE;Rock;Alternative Rock
Jane's Addiction;Rock;Alternative Rock
Janus;Rock;Alternative Rock
Jars of Clay;Rock;Alternative Rock
Jars Of Clay;Rock;Alternative Rock
Jesus Jones;Rock;Alternative Rock
Jet;Rock;Alternative Rock
Jimmie's Chicken Shack;Rock;Alternative Rock
Joan Osborne;Rock;Alternative Rock
Josie And The Pussycats;Rock;Alternative Rock
Kelly Osbourne;Rock;Alternative Rock
Kings Of Leon;Rock;Alternative Rock
Kokomo;Rock;Alternative Rock
Large Talons;Rock;Alternative Rock
Leesha Harvey;Rock;Alternative Rock
Lennon Murphy;Rock;Alternative Rock
Lenny Kravitz;Rock;Alternative Rock
Lifehouse;Rock;Alternative Rock
Lit;Rock;Alternative Rock
Live;Rock;Alternative Rock
LostAlone;Rock;Alternative Rock
Lostprophets;Rock;Alternative Rock
Luscious Jackson;Rock;Alternative Rock
Mad Season;Rock;Alternative Rock
Marcy Playground;Rock;Alternative Rock
Marvelous 3;Rock;Alternative Rock
Matchbox Twenty;Rock;Alternative Rock
Matthew Good Band;Rock;Alternative Rock
Meredith Brooks;Rock;Alternative Rock
Miggs;Rock;Alternative Rock
Mighty Joe Plum;Rock;Alternative Rock
Miser;Rock;Alternative Rock
My Darkest Days;Rock;Alternative Rock
Myles Cooper;Rock;Alternative Rock
Natalie Merchant;Rock;Alternative Rock
Nickelback;Rock;Alternative Rock
Nine Days;Rock;Alternative Rock
Nirvana;Rock;Alternative Rock
No Doubt;Rock;Alternative Rock
Oasis;Rock;Alternative Rock
Okapi Akimbo;Rock;Alternative Rock
Oleander;Rock;Alternative Rock
Ossian Winningham and Linda Carpenter;Rock;Alternative Rock
Otep;Rock;Alternative Rock
Our Lady Peace;Rock;Alternative Rock
Placebo;Rock;Alternative Rock
Pop Evil;Rock;Alternative Rock
Primitive Radio Gods;Rock;Alternative Rock
Projected Twin;Rock;Alternative Rock
Puddle Of Mudd;Rock;Alternative Rock
Pushing Up Daisies;Rock;Alternative Rock
R.E.M.;Rock;Alternative Rock
Radio Shock;Rock;Alternative Rock
Radiohead;Rock;Alternative Rock
Rage Against The Machine;Rock;Alternative Rock
Red;Rock;Alternative Rock
Red Five;Rock;Alternative Rock
Red Hot Chili Peppers;Rock;Alternative Rock
Redlight King;Rock;Alternative Rock
Redline Chemistry;Rock;Alternative Rock
Robbie Williams;Rock;Alternative Rock
Ryan Adams;Rock;Alternative Rock
S.L. Hitchcox featuring C.N. Haynes;Rock;Alternative Rock
Saliva;Rock;Alternative Rock
Santana;Rock;Alternative Rock
Saving Abel;Rock;Alternative Rock
Scott Stapp;Rock;Alternative Rock
Scott Weiland;Rock;Alternative Rock
Sean Carnage;Rock;Alternative Rock
Seether;Rock;Alternative Rock
Semisonic;Rock;Alternative Rock
Seven Mary Three;Rock;Alternative Rock
Shaman's Harvest;Rock;Alternative Rock
Shawn Mullins;Rock;Alternative Rock
Shinedown;Rock;Alternative Rock
Sick Puppies;Rock;Alternative Rock
Simo Soo;Rock;Alternative Rock
Since October;Rock;Alternative Rock
Sinéad O'Connor;Rock;Alternative Rock
Sixpence None The Richer;Rock;Alternative Rock
Skillet;Rock;Alternative Rock
Slave To The System;Rock;Alternative Rock
Smash Mouth;Rock;Alternative Rock
Smith & Myers;Rock;Alternative Rock
Sophie Ellis Bextor;Rock;Alternative Rock
Soul Asylum;Rock;Alternative Rock
Spacehog;Rock;Alternative Rock
Sparklehorse;Rock;Alternative Rock
Spiderbait;Rock;Alternative Rock
Spin Doctors;Rock;Alternative Rock
Sponge;Rock;Alternative Rock
SR-71;Rock;Alternative Rock
Stab City;Rock;Alternative Rock
Staind;Rock;Alternative Rock
Stereo MCs;Rock;Alternative Rock
Stereoside;Rock;Alternative Rock
Steve Carell;Rock;Alternative Rock
Stone Temple Pilots;Rock;Alternative Rock
Sublime;Rock;Alternative Rock
Sugar Ray;Rock;Alternative Rock
Tantric;Rock;Alternative Rock
The Asteroids Galaxy Tour;Rock;Alternative Rock
The Black Mollys;Rock;Alternative Rock
The Cranberries;Rock;Alternative Rock
The Flaming Lips;Rock;Alternative Rock
The Flys;Rock;Alternative Rock
The Killers;Rock;Alternative Rock
The Mutton Birds;Rock;Alternative Rock
The Offspring;Rock;Alternative Rock
The Presidents Of The United States Of America;Rock;Alternative Rock
The Proclaimers;Rock;Alternative Rock
The Rembrandts;Rock;Alternative Rock
The Shining;Rock;Alternative Rock
The Smashing Pumpkins;Rock;Alternative Rock
The Stone Roses;Rock;Alternative Rock
The Veer Union;Rock;Alternative Rock
The Verve Pipe;Rock;Alternative Rock
The Wallflowers;Rock;Alternative Rock
Theory Of A Deadman;Rock;Alternative Rock
Third Eye Blind;Rock;Alternative Rock
Three Days Grace;Rock;Alternative Rock
Thug Entrancer;Rock;Alternative Rock
tik\\\tik;Rock;Alternative Rock
Time For Climate Justice;Rock;Alternative Rock
Toad The Wet Sprocket;Rock;Alternative Rock
Toadies;Rock;Alternative Rock
Tonic;Rock;Alternative Rock
Tori Amos;Rock;Alternative Rock
total dicks;Rock;Alternative Rock
Tracy Bonham;Rock;Alternative Rock
Train;Rock;Alternative Rock
Trapt;Rock;Alternative Rock
Treasure Mammal;Rock;Alternative Rock
Trick Pony;Rock;Alternative Rock
TRUSTcompany;Rock;Alternative Rock
U.P.O.;Rock;Alternative Rock
U2;Rock;Alternative Rock
UB40;Rock;Alternative Rock
Unbekannt;Rock;Alternative Rock
Uncle Kracker;Rock;Alternative Rock
V.A.S.T.;Rock;Alternative Rock
Vertical Horizon;Rock;Alternative Rock
Veruca Salt;Rock;Alternative Rock
Violent Femmes;Rock;Alternative Rock
Weezer;Rock;Alternative Rock
Wino & Conny Ochs;Rock;Alternative Rock
Wise Crack;Rock;Alternative Rock
Yanou Ft. Do;Rock;Alternative Rock
Young Guns;Rock;Alternative Rock
BB King;Rock;Blues Rock
Blues Traveler;Rock;Blues Rock
Brand New Sin;Rock;Blues Rock
Buddy Guy;Rock;Blues Rock
Edgar Winter [Feat. Slash];Rock;Blues Rock
George Thorogood;Rock;Blues Rock
Grace Potter & The Nocturnals;Rock;Blues Rock
Joey Ramone;Rock;Blues Rock
Kenny Wayne Shepherd;Rock;Blues Rock
Kenny Wayne Shepherd Band;Rock;Blues Rock
Michael Monroe;Rock;Blues Rock
Robben Ford;Rock;Blues Rock
Ronnie Wood;Rock;Blues Rock
Rory Gallagher;Rock;Blues Rock
Roy Buchanan;Rock;Blues Rock
Stevie Ray Vaughan;Rock;Blues Rock
Taking Dawn;Rock;Blues Rock
The Black Keys;Rock;Blues Rock
Tony Cardenas-Montana;Rock;Blues Rock
Virginmarys, The;Rock;Blues Rock
Alice Cooper;Rock;Classic Rock
America;Rock;Classic Rock
Bad Company;Rock;Classic Rock
Blue Öyster Cult;Rock;Classic Rock
Bob Dylan;Rock;Classic Rock
Bob Seger & The Silver Bullet Band;Rock;Classic Rock
Boston;Rock;Classic Rock
Bruce Springsteen;Rock;Classic Rock
Cheap Trick;Rock;Classic Rock
Cliff Richard;Rock;Classic Rock
Cream;Rock;Classic Rock
Creedence Clearwater Revival;Rock;Classic Rock
Deep Purple;Rock;Classic Rock
Dire Straits;Rock;Classic Rock
Don McLean;Rock;Classic Rock
Eagles;Rock;Classic Rock
Eddie Money;Rock;Classic Rock
Eric Clapton;Rock;Classic Rock
Foreigner;Rock;Classic Rock
Geddy Lee & Alex Lifeson;Rock;Classic Rock
George Harrison;Rock;Classic Rock
Grand Funk Railroad;Rock;Classic Rock
Gregg Allman;Rock;Classic Rock
Iron Butterfly;Rock;Classic Rock
Jimi Hendrix;Rock;Classic Rock
Joe Cocker;Rock;Classic Rock
Josh Homme;Rock;Classic Rock
Journey;Rock;Classic Rock
Justin Hayward;Rock;Classic Rock
Kansas;Rock;Classic Rock
Led Zeppelin;Rock;Classic Rock
Lynyrd Skynyrd;Rock;Classic Rock
Manfred Mann;Rock;Classic Rock
Manfred Mann's Earth Band;Rock;Classic Rock
Nazareth;Rock;Classic Rock
Neil Young;Rock;Classic Rock
Pat Benatar;Rock;Classic Rock
Paul McCartney;Rock;Classic Rock
Pink Floyd;Rock;Classic Rock
Queen;Rock;Classic Rock
Rainbow [Dio];Rock;Classic Rock
REO Speedwagon;Rock;Classic Rock
Rick Springfield;Rock;Classic Rock
Ringo Starr;Rock;Classic Rock
Robert Levon Been;Rock;Classic Rock
Robert Plant;Rock;Classic Rock
Rod Stewart;Rock;Classic Rock
Roger Daltrey;Rock;Classic Rock
Roger McGuinn;Rock;Classic Rock
Simon & Garfunkel;Rock;Classic Rock
Stevie Nicks;Rock;Classic Rock
Styx;Rock;Classic Rock
The Animals;Rock;Classic Rock
The Beatles;Rock;Classic Rock
The Doors;Rock;Classic Rock
The Guess Who;Rock;Classic Rock
The Jimi Hendrix Experience;Rock;Classic Rock
The Rolling Stones;Rock;Classic Rock
The Who;Rock;Classic Rock
Thin Lizzy;Rock;Classic Rock
Tina Turner;Rock;Classic Rock
Tom Petty And The Heartbreakers;Rock;Classic Rock
Zager & Evans;Rock;Classic Rock
ZZ Top;Rock;Classic Rock
Electric Elves [Dio];Rock;Doo-Wap
Elf [Dio];Rock;Doo-Wap
Ronnie and the Prophets [Dio];Rock;Doo-Wap
Ronnie And The Red Caps [Dio];Rock;Doo-Wap
Ronnie Dio And The Prophets [Dio];Rock;Doo-Wap
The Elves [Dio];Rock;Doo-Wap
The Dubliners;Rock;Folk Rock
Mediæval Bæbes;Rock;Folk Rock: Medieval
Fun Lovin' Criminals;Rock;Funk Rock
Jamiroquai;Rock;Funk Rock
Patrick & Eugene;Rock;Funk Rock
Suicidal Tendancies;Rock;Funk Rock
Suicidal Tendencies;Rock;Funk Rock
War;Rock;Funk Rock
Alex Skolnick Trio;Rock;Jazz-Fusion
Chick Corea Quartet;Rock;Fusion Rock
Alien Sex Fiend;Rock;Gothic Rock
Amy Lee;Rock;Gothic Rock
Evanescence;Rock;Gothic Rock
Gerard McMann;Rock;Gothic Rock
HIM;Rock;Gothic Rock
The Sisters Of Mercy;Rock;Gothic Rock
Voltaire;Rock;Gothic Rock
Alice In Chains;Rock;Grunge Rock
Alice in Chains;Rock;Grunge Rock
Alice In Chains;Rock;Grunge Rock
Blind Melon;Rock;Grunge Rock
Bush;Rock;Grunge Rock
Candlebox;Rock;Grunge Rock
Chris Cornell;Rock;Grunge Rock
Class Of '99;Rock;Grunge Rock
Days of The New;Rock;Grunge Rock
DoubleDrive;Rock;Grunge Rock
Downface;Rock;Grunge Rock
Hole;Rock;Grunge Rock
Jerry Cantrell;Rock;Grunge Rock
Local H;Rock;Grunge Rock
Lovemongers;Rock;Grunge Rock
Meat Puppets;Rock;Grunge Rock
Pearl Jam;Rock;Grunge Rock
Redbelly;Rock;Grunge Rock
Silverchair;Rock;Grunge Rock
Soundgarden;Rock;Grunge Rock
Spys4Darwin;Rock;Grunge Rock
Temple Of The Dog;Rock;Grunge Rock
The Nixons;Rock;Grunge Rock
Travis Meeks;Rock;Grunge Rock
36 Crazyfists;Rock;Hard Rock
AC/DC;Rock;Hard Rock
Aerosmith;Rock;Hard Rock
Aiden;Rock;Hard Rock
Alain Johannes;Rock;Hard Rock
Aldo Nova;Rock;Hard Rock
Alexisonfire;Rock;Hard Rock
Ali Tornado;Rock;Hard Rock
Alias;Rock;Hard Rock
Allyria;Rock;Hard Rock
Anberlin;Rock;Hard Rock
Andrew W.K.;Rock;Hard Rock
Angel City Outlaws;Rock;Hard Rock
Another Animal;Rock;Hard Rock
April Wine;Rock;Hard Rock
Arcade;Rock;Hard Rock
Asphalt Ballet;Rock;Hard Rock
Autograph;Rock;Hard Rock
Babylon A.D.;Rock;Hard Rock
Bad English;Rock;Hard Rock
Bang Tango;Rock;Hard Rock
Baton Rouge;Rock;Hard Rock
Big Bad Wolf;Rock;Hard Rock
Billy Gibbons;Rock;Hard Rock
Billy Idol;Rock;Hard Rock
Billy Klippert;Rock;Hard Rock
Billy Squier;Rock;Hard Rock
Black 'N Blue;Rock;Hard Rock
Black Spiders;Rock;Hard Rock
Black Stone Cherry;Rock;Hard Rock
Black Veil Brides;Rock;Hard Rock
Bob Catley;Rock;Hard Rock
Bon Jovi;Rock;Hard Rock
Bon Scott;Rock;Hard Rock
Bonfire;Rock;Hard Rock
Bonham;Rock;Hard Rock
Brad Gillis;Rock;Hard Rock
Brazen Abbot;Rock;Hard Rock
Bret Michaels;Rock;Hard Rock
Brian Johnson & Geordie;Rock;Hard Rock
Brides Of Destruction;Rock;Hard Rock
Britny Fox;Rock;Hard Rock
Britton;Rock;Hard Rock
Broken Teeth;Rock;Hard Rock
Brother Cane;Rock;Hard Rock
Bruce Kulick;Rock;Hard Rock
Budgie;Rock;Hard Rock
BulletBoys;Rock;Hard Rock
Bulletboys;Rock;Hard Rock
BulletBoys;Rock;Hard Rock
Buzz Osborne;Rock;Hard Rock
C4 (Michael Angelo Batio);Rock;Hard Rock
Cherie Currie;Rock;Hard Rock
Chickenfoot;Rock;Hard Rock
Chris Goss;Rock;Hard Rock
Christina Kartsonakis;Rock;Hard Rock
Cinderella;Rock;Hard Rock
CKY;Rock;Hard Rock
Contraband;Rock;Hard Rock
Corey Craven;Rock;Hard Rock
Corrosion of Conformity;Rock;Hard Rock
Coven, Pitrelli, O'Reilly;Rock;Hard Rock
Crystal Rain;Rock;Hard Rock
Cybernauts;Rock;Hard Rock
Damn Yankees;Rock;Hard Rock
Danger Danger;Rock;Hard Rock
Dangerous Toys;Rock;Hard Rock
Dave Meniketti (Y&T);Rock;Hard Rock
David Lee Roth;Rock;Hard Rock
David Victor;Rock;Hard Rock
Def Leppard;Rock;Hard Rock
Derek Davis;Rock;Hard Rock
Dirty Looks;Rock;Hard Rock
Dirty Rhythm;Rock;Hard Rock
Dokken;Rock;Hard Rock
Don Dokken;Rock;Hard Rock
Doug Aldrich;Rock;Hard Rock
Dragonslayer;Rock;Hard Rock
Dropkick Murphys;Rock;Hard Rock
Duff McKagan;Rock;Hard Rock
Dweezil Zappa;Rock;Hard Rock
Earl Slick;Rock;Hard Rock
Electric Boys;Rock;Hard Rock
Enuff Z'Nuff;Rock;Hard Rock
Enuff Z'nuff;Rock;Hard Rock
Enuff Z'Nuff;Rock;Hard Rock
Eric Cartman;Rock;Hard Rock
Eric Martin;Rock;Hard Rock
Eternya;Rock;Hard Rock
Europe;Rock;Hard Rock
Every Mother's Nightmare;Rock;Hard Rock
Extreme;Rock;Hard Rock
Eyes;Rock;Hard Rock
Faced Like A Crow;Rock;Hard Rock
Fall Out Boy;Rock;Hard Rock
Faster Pussycat;Rock;Hard Rock
Fatal Smile;Rock;Hard Rock
Finch;Rock;Hard Rock
Fiona;Rock;Hard Rock
Firehouse;Rock;Hard Rock
Foever Say Die!;Rock;Hard Rock
Framing Hanley;Rock;Hard Rock
Fred Coury;Rock;Hard Rock
Fu Manchu;Rock;Hard Rock
Fudge Tunnel;Rock;Hard Rock
Gary Jules;Rock;Hard Rock
Gene Simmons;Rock;Hard Rock
Genitorturers;Rock;Hard Rock
George Lynch;Rock;Hard Rock
Giant;Rock;Hard Rock
Gilby Clarke;Rock;Hard Rock
Girlschool;Rock;Hard Rock
Glenn Hughes;Rock;Hard Rock
Golden Earring;Rock;Hard Rock
Goldfinger;Rock;Hard Rock
Great White;Rock;Hard Rock
Grey DeLisle;Rock;Hard Rock
Guns N' Roses;Rock;Hard Rock
Gunzoo;Rock;Hard Rock
H.E.A.T;Rock;Hard Rock
Halestorm;Rock;Hard Rock
Hanoi Rocks;Rock;Hard Rock
Hardline;Rock;Hard Rock
He Is Legend;Rock;Hard Rock
Heart;Rock;Hard Rock
Heavens Edge;Rock;Hard Rock
Hericane Alice;Rock;Hard Rock
Herman Rarebell & Friends;Rock;Hard Rock
Hollywood Rose;Rock;Hard Rock
Honeymoon Suite;Rock;Hard Rock
Hugo;Rock;Hard Rock
Hurricane;Rock;Hard Rock
I Set My Friends On Fire;Rock;Hard Rock
Ian Gillan;Rock;Hard Rock
In Fear And Faith;Rock;Hard Rock
Jack Blades;Rock;Hard Rock
Jack Russell;Rock;Hard Rock
Jackyl;Rock;Hard Rock
Jake E. Lee;Rock;Hard Rock
Jani Lane;Rock;Hard Rock
Jason Mraz;Rock;Hard Rock
Jason Scheff;Rock;Hard Rock
Jeff Beck All Stars;Rock;Hard Rock
Jeff Pilson;Rock;Hard Rock
Jesse Strange;Rock;Hard Rock
Jetboy;Rock;Hard Rock
Jimmy Crespo;Rock;Hard Rock
Jimmy Page;Rock;Hard Rock
Jimmy Page & Eric Clapton;Rock;Hard Rock
Jizzy Pearl;Rock;Hard Rock
Joan Jett And The Blackhearts;Rock;Hard Rock
Joe Elliott;Rock;Hard Rock
Joey C. Jones And The Glory Hounds;Rock;Hard Rock
John Corabi;Rock;Hard Rock
John Norum;Rock;Hard Rock
John West;Rock;Hard Rock
Johnny Ramone;Rock;Hard Rock
Kelly Hansen;Rock;Hard Rock
Kevin DuBrow;Rock;Hard Rock
Killer Dwarfs;Rock;Hard Rock
Kingdom Come;Rock;Hard Rock
Kip Winger;Rock;Hard Rock
KISS;Rock;Hard Rock
Kix;Rock;Hard Rock
Kory Clarke;Rock;Hard Rock
Krokus;Rock;Hard Rock
L.A. Guns;Rock;Hard Rock
Leatherwolf;Rock;Hard Rock
Lee Ving;Rock;Hard Rock
Liberty N' Justice;Rock;Hard Rock
Lisa Loeb;Rock;Hard Rock
Lita Ford;Rock;Hard Rock
Living Colour;Rock;Hard Rock
Load Point Pull;Rock;Hard Rock
Loverboy;Rock;Hard Rock
Lynch Mob;Rock;Hard Rock
Lynch/Pilson;Rock;Hard Rock
Mardo;Rock;Hard Rock
Marie Digby;Rock;Hard Rock
Mark Slaughter;Rock;Hard Rock
Matthew Sweet;Rock;Hard Rock
McAuley-Schenker Group;Rock;Hard Rock
McQueen Street;Rock;Hard Rock
Metal Skool;Rock;Hard Rock
Michael Schenker;Rock;Hard Rock
Mick Mars;Rock;Hard Rock
Mike Tramp;Rock;Hard Rock
Mitch Malloy;Rock;Hard Rock
Monster Magnet;Rock;Hard Rock
Morning Wood;Rock;Hard Rock
Motherlode;Rock;Hard Rock
Mötley Crüe;Rock;Hard Rock
Mr. Big;Rock;Hard Rock
Muddy Waters;Rock;Hard Rock
Neil Zaza;Rock;Hard Rock
Nelson;Rock;Hard Rock
Neurotica;Rock;Hard Rock
New Found Glory;Rock;Hard Rock
Night Ranger;Rock;Hard Rock
Operation: Mindcrime;Rock;Hard Rock
Operator;Rock;Hard Rock
Pat Travers;Rock;Hard Rock
Paul Gilbert;Rock;Hard Rock
Paul Shortino;Rock;Hard Rock
Phil Campbell;Rock;Hard Rock
Phil Lewis;Rock;Hard Rock
Pink Cream 69;Rock;Hard Rock
Poison;Rock;Hard Rock
Pretty Boy Floyd;Rock;Hard Rock
Prophet;Rock;Hard Rock
Psycho Motel;Rock;Hard Rock
Ratt;Rock;Hard Rock
Red Rider;Rock;Hard Rock
Rev Theory;Rock;Hard Rock
Richard Kendrick;Rock;Hard Rock
Richie Sambora;Rock;Hard Rock
Rick Derringer;Rock;Hard Rock
Riot;Rock;Hard Rock
Ript;Rock;Hard Rock
Robby Valentine;Rock;Hard Rock
Robin McAuley;Rock;Hard Rock
Robin Zander;Rock;Hard Rock
Rock Star Supernova;Rock;Hard Rock
Rock Sugar;Rock;Hard Rock
Rockstar Superstar Project;Rock;Hard Rock
Rollins Band;Rock;Hard Rock
Ronnie Montrose;Rock;Hard Rock
Roxx Gang;Rock;Hard Rock
Roxy Blue;Rock;Hard Rock
Rubber Biscuit;Rock;Hard Rock
Rush;Rock;Hard Rock
Russ Dwarf;Rock;Hard Rock
Saigon Kick;Rock;Hard Rock
Saints & Sinners;Rock;Hard Rock
Sammy Hagar;Rock;Hard Rock
Scary Kids Scaring Kids;Rock;Hard Rock
School Of Rock;Rock;Hard Rock
Scorpions;Rock;Hard Rock
Sebastian Bach;Rock;Hard Rock
Seventh Rize;Rock;Hard Rock
Shawn Coleman;Rock;Hard Rock
Shotgun Messiah;Rock;Hard Rock
Shy;Rock;Hard Rock
Shy England;Rock;Hard Rock
Silvertide;Rock;Hard Rock
Sin City All Stars;Rock;Hard Rock
SingSing;Rock;Hard Rock
Sixx A M;Rock;Hard Rock
Sixx A.M.;Rock;Hard Rock
Sixx:A.M.;Rock;Hard Rock
Skid Row;Rock;Hard Rock
Slash;Rock;Hard Rock
Slash's Snakepit;Rock;Hard Rock
Slaughter;Rock;Hard Rock
Slave Raider;Rock;Hard Rock
Sleeze Beez;Rock;Hard Rock
Smear Campaign;Rock;Hard Rock
Southgang;Rock;Hard Rock
Spike;Rock;Hard Rock
Spooks Illustrated;Rock;Hard Rock
Steel Panther;Rock;Hard Rock
Steelheart;Rock;Hard Rock
Stephen Pearcy;Rock;Hard Rock
Steve "Lips" Kudlow;Rock;Hard Rock
Steve Jones;Rock;Hard Rock
Steve Lukather;Rock;Hard Rock
Steve Morse;Rock;Hard Rock
Steve Plunkett;Rock;Hard Rock
Steve Whiteman;Rock;Hard Rock
Stevie Rachelle;Rock;Hard Rock
Stone Fury;Rock;Hard Rock
Stryper;Rock;Hard Rock
Sundogs;Rock;Hard Rock
Supersuckers;Rock;Hard Rock
Switchfoot;Rock;Hard Rock
T&N;Rock;Hard Rock
Talisman;Rock;Hard Rock
Ted Nugent;Rock;Hard Rock
Tenacious D;Rock;Hard Rock
Tesla;Rock;Hard Rock
The 69 Eyes;Rock;Hard Rock
The All-American Rejects;Rock;Hard Rock
The Batfish Boys;Rock;Hard Rock
The Cult;Rock;Hard Rock
The Demonstration;Rock;Hard Rock
The Jason Bonham Band;Rock;Hard Rock
The Law;Rock;Hard Rock
The Lone Rangers;Rock;Hard Rock
The Poor;Rock;Hard Rock
The Scream;Rock;Hard Rock
The Snakes;Rock;Hard Rock
The Storm;Rock;Hard Rock
The Sweet;Rock;Hard Rock
The Vandals;Rock;Hard Rock
The Vibrators;Rock;Hard Rock
Theory of a Deadman;Rock;Hard Rock
Thinking Aloud;Rock;Hard Rock
Thrice;Rock;Hard Rock
Thunder;Rock;Hard Rock
TNT;Rock;Hard Rock
Tom Keifer;Rock;Hard Rock
Tommy Aldridge;Rock;Hard Rock
Tommy Lee;Rock;Hard Rock
Tommy Shaw;Rock;Hard Rock
Tommy Shaw / Jack Blades;Rock;Hard Rock
Tony Janflone Jr;Rock;Hard Rock
Tooga;Rock;Hard Rock
